11,3
11,4
11,5
11,6
11,7
11,8
11,9
11,10
11,11
11,12
11,16
11,17
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
13,3
13,4
13,5
13,6
13,7
13,8
13,9
13,10
13,11
13,12
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
13,24
13,25
15,3
15,4
15,5
15,6
15,7
15,8
15,9
15,10
15,11
15,12
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
15,24
15,25
17,3
17,4
17,5
17,6
17,7
17,8
17,9
17,10
17,11
17,12
17,16
17,17
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,25
19,3
19,4
19,5
19,6
19,7
19,8
19,9
19,10
19,11
19,12
19,16
19,17
19,18
19,19
19,20
19,21
19,22
19,23
19,24
19,25
21,3
21,4
21,5
21,6
21,7
21,8
21,9
21,10
21,11
21,12
21,16
21,17
21,18
21,19
21,20
21,21
21,22
21,23
21,24
21,25
23,3
23,4
23,5
23,6
23,7
23,8
23,9
23,10
23,11
23,12
23,16
23,17
23,18
23,19
23,20
23,21
23,22
23,23
23,24
23,25
25,3
25,4
25,5
25,6
25,7
25,8
25,9
25,10
25,11
25,12
25,16
25,17
25,18
25,19
25,20
25,21
25,22
25,23
25,24
25,25
27,3
27,4
27,5
27,6
27,7
27,8
27,9
27,10
27,11
27,12
27,16
27,17
27,18
27,19
27,20
27,21
27,22
27,23
27,24
27,25
29,3
29,4
29,5
29,6
29,7
29,8
29,9
29,10
29,11
29,12
29,16
29,17
29,18
29,19
29,20
29,21
29,22
29,23
29,24
29,25
31,6
31,7
31,8
31,9
31,10
31,11
31,12
31,22
31,23
31,24
31,25
38,10
38,13
38,16
38,19
38,22
7,7
8,15
7,22
3,26
